Chromosome	Bin	Island	../data/bed/Exp1_15_Polymerase_II.bed.gz	../data/bed/Exp2_15_Polymerase_II.bed.gz	../data/bed/Exp1_15h_Input.bed.gz	../data/bed/Exp2_15h_Input.bed.gz
chr1	23850	True	4	5	3	1
chr1	23900	True	3	3	1	5
chr1	23950	True	5	8	4	3
chr1	24000	True	3	3	2	1
chr1	24050	True	5	3	3	3
chr1	24100	True	9	5	5	0
chr1	24150	True	1	3	4	2
chr1	24200	True	1	2	2	2
chr1	24250	True	5	4	7	2
chr1	24300	True	4	4	1	2
chr1	24350	True	4	4	2	4
chr1	24400	True	9	4	3	5
chr1	24450	True	6	3	4	4
chr1	24500	True	8	6	2	1
chr1	24550	True	6	7	2	4
chr1	24600	True	7	7	2	3
chr1	24650	True	5	8	0	2
chr1	24700	True	8	3	5	4
chr1	24750	True	3	8	1	0
chr1	24800	True	4	1	2	0
chr1	24850	True	9	4	3	3
chr1	24900	True	6	5	4	3
chr1	24950	True	3	2	3	0
chr1	25000	True	1	2	2	1
chr1	25050	True	5	5	2	1
chr1	25100	True	10	16	2	4
chr1	25150	True	10	7	6	6
chr1	25200	True	4	5	3	0
chr1	25250	True	3	10	2	2
chr1	25300	True	3	4	2	0
chr1	25350	True	9	5	3	2
chr1	25400	True	3	7	0	1
chr1	25450	True	5	9	5	6
chr1	25500	True	5	5	1	1
chr1	25550	True	5	3	5	4
chr1	25600	True	5	4	0	3
chr1	25650	True	7	6	2	1
chr1	25700	True	8	12	3	4
chr1	25750	True	6	6	1	4
chr1	25800	True	3	4	4	0
chr1	25850	True	5	9	2	6
chr1	25900	True	3	4	3	2
chr1	25950	True	7	4	1	0
chr1	26000	True	7	10	3	3
chr1	26050	True	3	3	2	1
chr1	26100	True	6	6	9	3
chr1	26150	True	7	7	1	2
chr1	26200	True	8	12	3	7
chr1	26250	True	5	6	3	3
chr1	26300	True	4	3	5	6
chr1	26350	True	2	2	3	2
chr1	26400	True	1	5	0	3
chr1	26450	True	5	3	2	4
chr1	26500	True	4	4	3	2
chr1	26550	True	9	2	6	2
chr1	26600	True	3	3	3	2
chr1	26650	True	4	3	4	5
chr1	26700	True	7	7	6	2
chr1	26750	True	3	2	2	2
chr1	26800	True	8	5	6	3
chr1	26850	True	7	4	4	1
chr1	26900	True	2	3	1	1
chr1	26950	True	4	6	1	2
chr1	27000	True	3	6	0	3
chr1	27050	True	4	4	4	3
chr1	27100	True	0	4	5	4
chr1	27150	True	4	4	2	2
chr1	27200	True	8	7	5	6
chr1	27250	True	7	8	6	0
chr1	27300	True	5	5	5	3
chr1	27350	True	4	3	1	2
chr1	27400	False	1	0	3	2
chr1	27450	False	1	0	2	0
chr1	27550	True	6	3	7	7
chr1	27600	True	4	2	5	7
chr1	27650	True	2	5	6	1
chr1	27700	True	3	1	3	3
chr1	27750	True	0	2	2	6
chr1	27800	True	0	2	5	4
chr1	27850	True	1	0	1	3
chr1	27950	True	5	1	1	2
chr1	28050	True	2	2	2	6
chr1	28100	True	3	3	4	8
chr1	28150	True	10	7	4	8
chr1	28200	True	6	4	0	7
chr1	28250	True	5	6	1	1
chr1	28300	True	4	9	3	3
chr1	28350	True	6	8	2	4
chr1	28400	True	8	1	2	2
chr1	28450	True	3	3	2	2
chr1	28500	True	1	4	0	2
chr1	28550	True	3	1	2	2
chr1	28600	True	2	2	1	1
chr1	28650	True	2	12	4	0
chr1	28700	True	9	7	4	2
chr1	28750	True	10	7	3	0
chr1	28800	True	17	19	0	3
chr1	28850	True	8	23	2	4
chr1	28900	True	11	17	2	3
chr1	28950	True	18	33	1	2
chr1	29000	True	9	10	3	0
chr1	29050	True	16	27	1	2
chr1	29100	True	38	47	1	5
chr1	29150	True	37	47	6	4
chr1	29200	True	41	68	4	1
chr1	29250	True	36	69	2	3
chr1	29300	True	18	51	3	0
chr1	29350	True	29	45	1	0
chr1	29400	True	24	40	2	3
chr1	29450	True	5	21	2	2
chr1	29500	True	11	22	1	0
chr1	29550	True	6	14	0	0
chr1	29600	True	3	5	0	1
chr1	29650	True	3	5	1	0
chr1	29700	True	12	6	0	4
chr1	29750	True	6	8	1	4
chr1	29800	True	2	2	1	0
chr1	29850	True	3	7	4	1
chr1	29900	True	3	5	2	2
chr1	29950	True	0	3	5	1
chr1	30000	True	4	2	5	2
chr1	30050	True	9	6	10	4
chr1	30100	True	3	7	2	3
chr1	30150	True	1	1	3	5
chr1	30200	True	2	1	2	0
chr1	30250	True	4	3	6	3
chr1	30300	True	5	1	6	2
chr1	30350	True	5	3	2	4
chr1	30400	True	1	1	1	1
chr1	30450	True	1	1	2	2
chr1	30500	True	1	1	1	1
chr1	30550	True	2	5	1	2
chr1	30600	True	4	4	3	4
chr1	30650	True	1	4	1	8
chr1	30700	True	2	3	1	5
chr1	30750	True	1	0	3	3
chr1	30800	True	1	1	1	0
chr1	30850	True	6	1	3	4
chr1	30900	True	0	3	4	2
chr1	30950	True	3	0	4	1
chr1	31000	True	5	3	2	6
chr1	31050	True	4	2	1	6
chr1	31100	True	1	1	1	1
chr1	31150	True	1	3	2	4
chr1	31200	True	0	1	5	4
chr1	31250	True	2	3	8	2
chr1	31300	True	4	2	8	3
chr1	31400	True	4	6	5	4
chr1	31450	True	3	2	3	2
chr1	31500	True	3	2	1	4
chr1	31550	True	1	2	2	0
chr1	31600	True	0	3	4	0
chr1	31650	True	3	3	4	8
chr1	31700	True	1	2	1	1
chr1	31750	True	4	2	3	1
chr1	31800	True	0	2	3	4
chr1	31850	True	4	1	2	4
chr1	31900	True	1	1	4	1
chr1	31950	True	3	2	4	1
chr1	32100	True	0	4	3	4
chr1	32150	True	2	0	1	3
chr1	32200	True	2	1	4	2
chr1	32250	True	2	2	3	1
chr1	32300	True	0	2	6	0
chr1	32350	True	2	0	7	5
chr1	32400	True	4	3	5	1
chr1	32450	True	2	2	3	0
chr1	32500	True	1	1	2	2
chr1	32550	True	4	1	4	3
chr1	32600	True	2	3	5	2
chr1	32650	True	2	1	2	3
chr1	32700	True	0	2	4	4
chr1	32750	True	2	4	8	4
chr1	32850	False	1	0	1	4
chr1	32900	False	0	1	1	2
chr1	32950	True	3	2	6	1
chr1	33050	True	0	1	1	4
chr1	33100	True	3	1	5	3
chr1	33150	True	2	2	4	3
chr1	33200	True	4	1	8	2
chr1	33250	True	2	2	4	2
chr1	33300	True	0	5	3	6
chr1	33350	False	0	1	4	3
chr1	33400	False	0	1	5	3
chr1	33500	False	1	1	0	2
chr1	33600	False	2	4	2	3
chr1	33650	False	4	0	2	3
chr1	33700	False	2	0	3	2
chr1	33750	False	1	2	2	0
chr1	33800	False	2	0	4	5
chr1	33950	True	3	1	1	2
chr1	34000	True	3	1	2	5
chr1	34050	True	0	3	1	0
chr1	34100	True	2	1	2	3
chr1	34200	True	2	3	5	1
chr1	34250	True	3	2	2	4
chr1	34300	True	1	1	2	2
chr1	34350	True	4	7	7	1
chr1	34400	True	2	1	7	2
chr1	34450	True	3	1	5	1
chr1	34500	True	1	0	2	5
chr1	34550	True	1	1	3	0
chr1	34600	True	0	1	1	1
chr1	34650	True	2	2	3	1
chr1	34700	True	1	1	2	3
chr1	34750	True	1	7	4	4
chr1	34800	True	4	2	5	2
chr1	34850	True	0	6	2	3
chr1	34900	True	5	6	7	2
chr1	34950	True	0	4	8	1
chr1	35000	True	4	0	2	5
chr1	35050	True	4	2	3	3
chr1	35100	True	3	4	2	7
chr1	35150	True	1	1	2	4
chr1	35200	False	1	0	1	4
chr1	35350	True	6	2	4	3
chr1	35400	True	0	1	2	2
chr1	35450	True	2	3	5	2
chr1	35500	True	0	1	5	2
chr1	35600	True	1	1	3	2
chr1	35650	True	1	1	3	4
chr1	35700	True	0	1	2	1
chr1	35750	True	3	1	4	2
chr1	35800	True	2	0	1	0
chr1	35850	True	0	2	4	1
chr1	35900	True	1	1	0	3
chr1	35950	True	1	1	5	2
chr1	36000	True	3	1	2	5
chr1	36050	True	5	3	3	1
chr1	36100	True	1	2	0	2
chr1	36150	True	2	1	2	1
chr1	36200	True	2	1	5	0
chr1	36250	True	4	0	1	3
chr1	36300	True	1	1	1	3
chr1	36350	True	2	1	2	0
chr1	36400	True	0	7	2	4
chr1	36450	True	2	12	4	4
chr1	36500	True	3	5	7	3
chr1	36550	True	4	5	0	4
chr1	36600	True	0	7	2	3
chr1	36650	True	2	5	2	1
chr1	36700	True	3	5	1	0
chr1	36750	True	0	1	0	0
chr1	36800	True	0	3	1	1
chr1	36850	True	5	1	4	2
chr1	36900	True	2	1	2	4
chr1	36950	True	1	0	1	0
chr1	37000	True	2	3	3	2
chr1	37400	True	0	2	1	4
chr1	37450	True	0	1	4	5
chr1	37500	True	2	2	2	2
chr1	37550	True	2	2	4	2
chr1	37600	True	0	3	1	1
chr1	37650	True	2	1	3	1
chr1	37700	True	1	1	5	3
chr1	37750	True	2	0	1	3
chr1	37800	True	2	3	1	2
chr1	37850	True	1	1	2	4
chr1	37900	True	3	1	8	1
chr1	37950	True	1	4	5	2
chr1	38000	True	3	1	7	3
chr1	38050	True	1	1	3	2
chr1	38100	True	2	0	3	1
chr1	38150	True	1	0	2	0
chr1	38200	True	0	2	3	4
chr1	38250	True	3	1	1	2
chr1	38300	True	0	2	0	1
chr1	38350	False	3	0	3	3
chr1	38400	False	1	0	1	4
chr1	38500	False	1	0	2	2
chr1	38550	False	1	0	3	2
chr1	38600	False	2	0	2	5
chr1	38650	False	0	1	0	2
chr1	38700	False	0	1	3	3
chr1	38750	False	2	1	2	1
chr1	38850	False	1	1	2	1
chr1	38900	False	0	1	0	0
chr1	38950	False	0	1	2	0
chr1	39000	False	3	2	1	1
chr1	39150	False	1	0	2	0
chr1	39200	False	1	2	1	1
chr1	39250	False	1	0	4	2
chr1	39350	False	1	0	3	2
chr1	39400	True	3	1	0	0
chr1	39500	True	3	2	1	2
chr1	39550	True	2	0	1	1
chr1	39600	True	2	0	2	2
chr1	39650	True	1	2	5	7
chr1	39750	True	2	2	1	1
chr1	39800	True	1	1	3	1
chr1	39850	True	1	1	1	2
chr1	39900	True	2	2	2	3
chr1	39950	True	1	1	3	3
chr1	40000	True	1	0	2	1
chr1	40050	True	2	1	1	0
chr1	40100	True	1	1	1	2
chr1	40250	False	0	1	1	2
chr1	40350	False	1	6	4	1
chr1	40400	False	2	0	3	2
chr1	40450	False	2	0	2	2
chr1	40550	True	2	2	2	4
chr1	40650	True	0	2	0	1
chr1	40700	True	2	0	3	1
chr1	40750	True	4	2	3	1
chr1	40800	True	0	2	0	1
chr1	40850	True	1	1	2	2
chr1	40900	True	2	2	3	0
chr1	40950	True	1	0	0	2
chr1	41000	True	1	2	5	1
chr1	41050	False	0	1	1	6
chr1	41100	False	1	0	1	1
chr1	41200	False	0	1	2	2
chr1	41450	False	1	0	2	2
chr1	41500	False	0	3	0	1
chr1	41550	False	2	0	3	1
chr1	41600	False	1	0	0	0
chr1	41650	False	2	0	1	2
chr1	41900	False	0	2	1	0
chr1	41950	False	1	1	3	3
chr1	42050	False	3	0	3	3
chr1	42100	False	1	1	1	3
chr1	42200	False	0	1	2	2
chr1	42250	False	0	1	2	4
chr1	42350	False	0	1	1	1
chr1	42450	False	1	0	3	1
chr1	42600	False	2	0	2	5
chr1	43150	False	0	1	1	5
chr1	43200	False	1	0	1	2
chr1	43350	False	0	1	5	6
chr1	44250	False	0	1	2	4
chr1	45050	False	0	2	3	2
chr1	45200	False	1	0	2	2
chr1	45400	False	2	0	3	5
chr1	46250	False	1	0	1	4
chr1	46350	False	1	0	3	1
chr1	46400	False	2	0	5	4
chr1	46450	False	1	0	3	2
chr1	46500	False	2	1	2	2
chr1	46600	False	2	0	3	0
chr1	46650	False	2	0	1	3
chr1	46750	False	1	0	2	1
chr1	46800	False	0	1	2	5
chr1	46900	False	1	1	3	3
chr1	47000	False	1	0	3	2
chr1	47100	False	1	0	5	2
chr1	47350	False	1	1	1	1
chr1	47400	False	3	1	2	3
chr1	47450	False	0	1	4	3
chr1	47500	False	1	2	3	3
chr1	47550	False	1	0	0	1
chr1	47750	False	1	0	2	2
chr1	47800	False	0	3	1	2
chr1	47850	False	1	1	0	2
chr1	47900	False	2	1	3	1
chr1	47950	False	1	0	6	0
chr1	48100	False	0	1	2	2
chr1	48150	False	0	3	1	5
chr1	48200	False	0	1	1	3
chr1	48250	False	4	0	2	5
chr1	48400	False	2	1	2	1
chr1	48450	False	1	0	1	8
chr1	48650	False	1	0	1	3
chr1	48700	False	0	1	4	1
chr1	48800	False	1	0	5	4
chr1	48850	False	1	0	3	3
chr1	48900	False	1	0	2	4
chr1	48950	False	2	0	0	4
chr1	49100	False	2	2	3	3
chr1	49250	False	1	0	3	2
chr1	49300	False	1	0	1	0
chr1	49450	False	2	0	0	3
chr1	49650	False	1	0	2	5
chr1	49700	False	1	0	1	2
chr1	49950	False	1	0	2	2
chr1	50200	False	0	1	2	5
chr1	50500	False	2	0	5	4
chr1	50550	False	0	1	1	2
chr1	51200	False	1	0	3	3
chr1	51250	False	1	0	2	2
chr1	51350	False	1	1	4	2
chr1	51450	False	2	0	1	1
chr1	51500	False	0	2	0	1
chr1	51550	False	1	0	1	1
chr1	51600	False	2	1	2	3
chr1	51650	False	1	1	2	0
chr1	52000	False	1	1	0	0
chr1	52200	False	1	0	4	3
chr1	52350	False	1	0	2	2
chr1	52450	False	1	0	2	2
chr1	52600	False	1	0	3	2
chr1	52650	False	1	0	1	1
chr1	52700	False	2	0	2	2
chr1	52850	False	1	2	2	2
chr1	52900	False	1	0	0	1
chr1	52950	False	1	1	2	3
chr1	53150	False	0	1	2	4
chr1	53200	False	1	0	0	3
chr1	53250	False	2	1	2	1
chr1	53300	False	1	1	5	2
chr1	53350	False	3	0	5	3
chr1	53400	False	2	0	2	5
chr1	53450	False	2	3	1	3
chr1	53550	False	3	1	3	4
chr1	54050	False	0	2	0	0
chr1	54100	False	2	0	0	3
chr1	54200	False	1	0	3	2
chr1	54350	False	1	0	1	4
chr1	54500	False	3	0	3	0
chr1	54550	False	1	0	3	2
chr1	54600	False	0	1	3	0
chr1	54800	False	0	2	3	2
chr1	54900	False	1	0	8	1
chr1	54950	False	2	1	1	3
chr1	55050	False	0	1	3	0
chr1	55300	False	1	0	0	1
chr1	55400	False	1	0	1	2
chr1	55500	False	0	1	3	2
chr1	55600	False	1	0	2	0
chr1	55650	False	2	0	2	0
chr1	55700	False	1	0	1	0
chr1	55750	False	0	1	0	0
chr1	55900	False	1	0	0	1
chr1	56000	False	1	0	0	0
chr1	56050	False	0	1	1	3
chr1	56100	False	1	0	6	5
chr1	56150	False	1	0	2	1
chr1	56200	False	2	0	2	0
chr1	56250	False	0	1	2	2
chr1	56350	False	0	1	1	1
chr1	56650	False	1	0	3	2
chr1	56750	False	0	1	2	1
chr1	56800	False	1	1	4	2
chr1	57000	False	2	0	3	3
chr1	57250	False	0	1	1	1
chr1	57400	False	3	0	1	3
chr1	57450	False	0	1	3	2
chr1	57500	False	1	0	2	2
chr1	58100	False	2	0	3	3
chr1	58150	False	0	1	1	2
chr1	58200	False	1	0	2	3
chr1	58250	False	1	0	3	2
chr1	58400	False	1	0	3	4
chr1	58700	False	0	1	1	4
chr1	58750	False	1	0	2	2
chr1	59150	False	0	1	4	2
chr1	59250	False	0	1	1	1
chr1	59300	False	1	0	3	4
chr1	59450	False	0	1	5	5
chr1	60050	False	0	1	2	4
chr1	60100	False	1	0	4	2
chr1	60150	False	1	0	2	3
chr1	60200	False	2	0	2	1
chr1	60650	False	1	0	1	2
chr1	60900	False	1	0	2	1
chr1	61050	False	2	1	1	3
chr1	61100	False	1	1	2	3
chr1	61600	False	1	0	1	4
chr1	61750	False	1	0	1	1
chr1	61850	False	1	1	2	3
chr1	61900	False	1	0	1	0
chr1	62000	False	2	1	2	0
chr1	62050	False	1	0	0	1
chr1	62150	False	1	2	0	3
chr1	62600	False	1	0	2	1
chr1	63300	False	1	0	4	1
chr1	63400	False	2	0	1	1
chr1	63450	False	1	2	4	1
chr1	63500	False	0	1	3	0
chr1	63550	False	1	1	0	3
chr1	63600	False	0	1	2	2
chr1	63650	False	0	1	0	2
chr1	63700	False	1	1	1	1
chr1	63750	False	0	1	2	1
chr1	63800	False	1	0	2	1
chr1	63850	False	1	1	2	1
chr1	63950	False	1	1	2	4
chr1	64350	False	1	1	2	3
chr1	64450	False	0	3	1	2
chr1	64500	False	1	1	3	2
chr1	64550	False	0	1	0	0
chr1	64700	False	1	0	0	0
chr1	64800	False	2	0	3	4
chr1	64850	False	1	0	3	3
chr1	64900	False	1	0	1	3
chr1	64950	False	1	2	4	2
chr1	65150	False	1	0	3	1
chr1	65300	False	2	0	2	5
chr1	65350	False	0	1	1	3
chr1	65400	False	1	0	1	6
chr1	65700	False	0	1	3	5
chr1	65800	False	0	1	2	6
chr1	65850	False	3	0	4	4
chr1	65950	False	1	0	0	0
chr1	66700	False	0	1	1	3
chr1	66900	False	1	0	2	2
chr1	67000	False	1	0	2	2
chr1	67050	False	1	0	1	1
chr1	67550	False	1	0	3	1
chr1	67700	False	3	2	2	2
chr1	67750	False	1	2	4	9
chr1	67950	False	0	1	2	2
chr1	68100	False	3	2	2	2
chr1	68200	False	1	0	2	0
chr1	68250	False	1	0	2	2
chr1	68350	False	1	0	1	3
chr1	68550	False	1	0	4	1
chr1	68900	False	1	0	1	1
chr1	69050	False	1	0	2	3
chr1	69100	False	0	1	6	5
chr1	69150	False	2	2	6	0
chr1	69200	False	0	1	2	2
chr1	69250	False	1	2	2	3
chr1	69300	False	1	1	6	3
chr1	69350	False	1	1	0	1
chr1	69450	False	1	0	0	1
chr1	69600	False	1	1	0	3
chr1	69650	False	1	1	0	3
chr1	69700	False	0	1	0	5
chr1	69750	False	3	0	3	3
chr1	69850	False	1	0	0	0
chr1	69900	False	1	0	0	1
chr1	69950	False	1	0	2	1
chr1	70050	False	0	1	2	1
chr1	70450	False	1	0	1	2
chr1	70500	False	1	0	0	1
chr1	70550	False	2	1	4	0
chr1	70600	False	0	1	5	1
chr1	70700	False	0	1	1	3
chr1	70800	False	1	0	1	2
chr1	70900	False	1	0	2	2
chr1	70950	False	0	1	4	4
chr1	71200	False	0	1	3	3
chr1	71950	False	0	2	4	2
chr1	72000	False	0	1	1	3
chr1	72250	False	1	0	3	2
chr1	72350	False	3	2	3	0
chr1	72400	False	3	1	4	2
chr1	72450	False	1	1	1	1
chr1	72800	False	1	0	0	0
chr1	72850	False	1	0	2	0
