Chromosome	Bin	Island	../data/bed/Exp1_9_Polymerase_II.bed.gz	../data/bed/Exp2_9_Polymerase_II.bed.gz	../data/bed/Exp2_9h_Input.bed.gz	../data/bed/Exp1_9h_Input.bed.gz
chr1	18700	True	5	5	2	1
chr1	18750	True	4	3	0	2
chr1	18800	True	4	4	2	4
chr1	18850	True	2	2	1	5
chr1	18900	True	0	2	2	0
chr1	18950	True	2	0	3	0
chr1	19000	True	1	5	1	5
chr1	19050	True	3	3	1	5
chr1	19100	True	2	3	1	4
chr1	19150	True	3	6	3	1
chr1	19200	True	3	3	3	3
chr1	19250	True	1	2	1	1
chr1	19300	True	4	4	2	3
chr1	19350	True	4	7	1	3
chr1	19400	True	3	2	3	1
chr1	19500	True	1	2	0	2
chr1	19550	True	2	6	2	1
chr1	19600	True	3	7	4	4
chr1	19650	True	0	1	0	2
chr1	19700	True	0	7	0	2
chr1	19750	True	4	3	0	0
chr1	19800	True	4	3	1	1
chr1	19850	True	2	4	0	2
chr1	19900	True	2	6	2	3
chr1	19950	True	4	5	4	6
chr1	20000	True	2	4	5	4
chr1	20050	True	3	3	1	3
chr1	20100	True	2	6	2	2
chr1	20150	True	2	5	2	4
chr1	20200	True	5	5	5	5
chr1	20250	True	2	2	8	1
chr1	20300	True	5	1	0	3
chr1	20350	True	2	5	4	6
chr1	20400	True	7	4	4	7
chr1	20450	True	1	8	2	3
chr1	20500	True	0	1	3	1
chr1	20550	True	5	3	2	1
chr1	20600	True	2	2	4	4
chr1	20650	True	1	1	5	2
chr1	20700	True	1	4	2	1
chr1	20750	True	4	3	5	7
chr1	20800	True	4	4	4	0
chr1	20850	True	4	5	3	6
chr1	20900	True	2	2	2	2
chr1	20950	True	3	4	0	3
chr1	21000	True	5	4	1	3
chr1	21050	True	1	5	3	3
chr1	21100	True	2	2	0	2
chr1	21150	True	0	8	1	4
chr1	21200	True	4	9	0	3
chr1	21250	True	4	3	0	5
chr1	21300	True	2	1	1	0
chr1	21350	True	5	5	4	9
chr1	21400	True	1	2	2	1
chr1	21450	True	2	5	0	3
chr1	21500	True	2	5	1	3
chr1	21550	True	3	2	2	2
chr1	21600	True	2	4	2	3
chr1	21650	True	1	5	0	1
chr1	21700	True	3	4	4	4
chr1	21750	True	2	4	0	2
chr1	21800	True	6	3	0	5
chr1	21850	True	1	4	0	5
chr1	21900	True	2	4	0	2
chr1	21950	True	1	6	2	5
chr1	22000	True	0	4	0	1
chr1	22050	True	0	1	1	1
chr1	22100	True	3	6	2	0
chr1	22150	True	3	5	4	1
chr1	22200	True	0	3	2	4
chr1	22250	True	2	3	1	5
chr1	22300	True	3	6	3	5
chr1	22350	True	3	11	1	5
chr1	22400	True	4	6	0	2
chr1	22450	True	0	5	0	1
chr1	22500	True	4	4	1	2
chr1	22550	True	5	9	1	2
chr1	22600	True	7	5	2	1
chr1	22650	True	8	6	6	5
chr1	22700	True	3	8	3	5
chr1	22750	True	8	6	4	3
chr1	22800	True	12	9	3	4
chr1	22850	True	6	3	5	0
chr1	22900	True	4	2	0	2
chr1	22950	True	3	5	3	1
chr1	23000	True	4	2	0	5
chr1	23050	True	2	9	1	4
chr1	23100	True	0	2	2	1
chr1	23150	True	1	2	2	2
chr1	23200	True	1	1	2	3
chr1	23250	True	3	4	1	1
chr1	23300	True	5	5	2	1
chr1	23350	True	5	9	2	4
chr1	23400	True	4	9	2	3
chr1	23450	True	4	7	0	1
chr1	23500	True	4	4	0	2
chr1	23550	True	3	9	3	8
chr1	23600	True	1	5	1	1
chr1	23650	True	3	5	0	1
chr1	23700	True	2	2	0	2
chr1	23750	True	8	4	3	1
chr1	23800	True	9	8	5	3
chr1	23850	True	5	5	1	2
chr1	23900	True	6	9	1	2
chr1	23950	True	11	9	0	4
chr1	24000	True	4	4	1	3
chr1	24050	True	3	9	0	1
chr1	24100	True	4	4	3	0
chr1	24150	True	4	5	1	2
chr1	24200	True	1	1	0	2
chr1	24250	True	3	7	5	4
chr1	24300	True	4	4	2	0
chr1	24350	True	5	4	3	4
chr1	24400	True	3	7	1	4
chr1	24450	True	2	13	5	2
chr1	24500	True	11	6	1	2
chr1	24550	True	5	6	1	4
chr1	24600	True	6	6	1	4
chr1	24650	True	10	12	2	3
chr1	24700	True	2	6	0	1
chr1	24750	True	7	7	0	3
chr1	24800	True	3	7	2	2
chr1	24850	True	7	8	1	3
chr1	24900	True	5	6	2	2
chr1	24950	True	6	4	1	0
chr1	25000	True	2	3	2	0
chr1	25050	True	4	3	3	2
chr1	25100	True	4	16	2	2
chr1	25150	True	5	8	5	2
chr1	25200	True	1	5	3	1
chr1	25250	True	5	4	2	2
chr1	25300	True	6	7	1	2
chr1	25350	True	7	3	1	6
chr1	25400	True	3	3	1	1
chr1	25450	True	6	12	4	2
chr1	25500	True	6	6	0	3
chr1	25550	True	6	7	3	1
chr1	25600	True	4	6	2	3
chr1	25650	True	5	6	2	4
chr1	25700	True	6	9	0	2
chr1	25750	True	6	12	3	3
chr1	25800	True	4	4	1	1
chr1	25850	True	9	11	3	4
chr1	25900	True	4	6	1	3
chr1	25950	True	3	5	0	5
chr1	26000	True	2	5	2	4
chr1	26050	True	4	5	2	5
chr1	26100	True	5	12	4	3
chr1	26150	True	6	8	0	3
chr1	26200	True	2	12	5	3
chr1	26250	True	8	13	2	3
chr1	26300	True	4	9	0	3
chr1	26350	True	3	7	1	5
chr1	26400	True	2	7	5	0
chr1	26450	True	9	8	4	7
chr1	26500	True	9	11	1	4
chr1	26550	True	5	11	8	7
chr1	26600	True	4	3	0	3
chr1	26650	True	6	8	1	3
chr1	26700	True	5	9	2	3
chr1	26750	True	5	7	1	3
chr1	26800	True	9	12	3	1
chr1	26850	True	5	6	0	2
chr1	26900	True	2	3	2	0
chr1	26950	True	3	3	0	1
chr1	27000	True	4	6	0	6
chr1	27050	True	1	5	0	2
chr1	27100	True	4	5	1	1
chr1	27150	True	2	4	1	5
chr1	27200	True	7	9	2	1
chr1	27250	True	6	6	5	4
chr1	27300	True	3	7	1	5
chr1	27350	True	2	6	0	0
chr1	27400	True	3	1	3	0
chr1	27550	True	2	6	4	5
chr1	27600	True	2	5	4	6
chr1	27650	True	1	6	1	3
chr1	27700	True	0	5	1	2
chr1	27750	True	2	1	4	2
chr1	27800	True	1	2	3	1
chr1	27850	False	0	4	3	5
chr1	27950	False	0	4	5	1
chr1	28000	True	1	3	5	6
chr1	28050	True	0	2	4	2
chr1	28100	True	1	6	4	3
chr1	28150	True	3	7	3	2
chr1	28200	True	5	10	3	2
chr1	28250	True	3	7	2	3
chr1	28300	True	5	6	2	3
chr1	28350	True	7	15	2	2
chr1	28400	True	7	9	2	4
chr1	28450	True	1	7	3	4
chr1	28500	True	0	9	1	2
chr1	28550	True	1	6	3	3
chr1	28600	True	0	8	0	2
chr1	28650	True	7	11	2	3
chr1	28700	True	7	19	1	0
chr1	28750	True	8	17	0	1
chr1	28800	True	15	40	1	2
chr1	28850	True	12	25	0	3
chr1	28900	True	16	31	2	2
chr1	28950	True	20	45	1	0
chr1	29000	True	9	21	1	3
chr1	29050	True	23	40	1	3
chr1	29100	True	21	66	0	3
chr1	29150	True	40	75	2	1
chr1	29200	True	46	92	1	1
chr1	29250	True	39	81	1	5
chr1	29300	True	16	54	2	2
chr1	29350	True	25	45	1	0
chr1	29400	True	22	44	1	0
chr1	29450	True	8	22	0	0
chr1	29500	True	12	29	0	2
chr1	29550	True	9	15	0	0
chr1	29600	True	2	6	2	0
chr1	29650	True	5	4	0	0
chr1	29700	True	10	17	4	1
chr1	29750	True	5	8	1	4
chr1	29800	True	2	1	0	0
chr1	29850	True	3	2	1	3
chr1	29900	True	2	4	1	4
chr1	29950	True	5	2	3	3
chr1	30000	True	3	6	1	4
chr1	30050	True	5	9	4	7
chr1	30100	True	1	7	3	6
chr1	30200	True	1	3	1	0
chr1	30250	True	6	7	4	0
chr1	30300	True	6	7	3	3
chr1	30350	True	3	4	5	5
chr1	30400	True	2	2	1	0
chr1	30450	True	2	0	0	3
chr1	30500	True	2	6	2	3
chr1	30550	True	4	4	1	1
chr1	30600	True	3	8	5	5
chr1	30650	True	1	5	2	0
chr1	30700	True	4	3	3	4
chr1	30750	True	0	2	1	1
chr1	30800	True	1	4	2	2
chr1	30850	False	0	2	3	3
chr1	30900	False	0	2	2	2
chr1	30950	False	0	2	3	1
chr1	31000	True	2	5	1	3
chr1	31050	True	5	4	4	4
chr1	31100	True	0	3	0	2
chr1	31150	True	6	1	1	1
chr1	31200	True	2	1	3	2
chr1	31250	True	3	4	2	3
chr1	31300	True	7	7	1	4
chr1	31350	True	0	4	0	2
chr1	31400	True	6	2	1	1
chr1	31450	True	2	6	2	5
chr1	31500	True	3	5	1	5
chr1	31550	True	3	0	0	0
chr1	31600	True	3	3	2	4
chr1	31650	True	4	2	5	5
chr1	31700	True	1	1	3	1
chr1	31750	True	4	1	1	3
chr1	31800	True	3	3	0	1
chr1	31850	True	3	3	3	4
chr1	31900	True	1	3	1	3
chr1	31950	True	3	3	0	2
chr1	32000	True	0	3	0	3
chr1	32050	True	1	0	0	2
chr1	32100	True	4	6	0	1
chr1	32150	True	2	0	1	3
chr1	32200	True	2	2	2	4
chr1	32250	True	2	1	3	1
chr1	32300	True	2	1	1	4
chr1	32350	True	3	4	4	3
chr1	32400	True	3	5	1	7
chr1	32450	True	0	1	2	1
chr1	32500	True	2	8	3	3
chr1	32550	True	2	2	2	2
chr1	32600	True	2	5	2	0
chr1	32650	True	1	4	3	4
chr1	32700	True	2	6	0	5
chr1	32750	True	2	3	1	3
chr1	32800	True	3	2	3	2
chr1	32850	True	0	4	2	3
chr1	32900	True	1	1	0	1
chr1	32950	True	1	4	3	5
chr1	33000	True	1	0	0	2
chr1	33050	True	2	1	2	3
chr1	33100	True	1	9	4	2
chr1	33150	True	0	2	4	4
chr1	33200	True	4	4	3	3
chr1	33250	True	3	3	2	4
chr1	33300	True	0	5	4	4
chr1	33350	True	2	2	2	1
chr1	33400	True	1	3	5	3
chr1	33450	True	3	1	0	0
chr1	33500	True	1	1	1	2
chr1	33550	True	1	0	2	1
chr1	33600	True	2	1	5	2
chr1	33650	True	1	6	3	4
chr1	33700	True	1	2	0	2
chr1	33750	True	0	4	3	1
chr1	33800	True	1	2	2	3
chr1	33850	True	1	2	4	4
chr1	33900	True	0	1	1	3
chr1	33950	True	1	6	1	0
chr1	34000	True	2	1	0	3
chr1	34050	True	2	4	3	0
chr1	34100	True	2	5	3	5
chr1	34150	True	0	3	0	3
chr1	34200	True	0	5	1	2
chr1	34250	True	3	3	2	1
chr1	34300	True	5	2	0	4
chr1	34350	True	5	5	3	5
chr1	34400	True	4	2	3	0
chr1	34450	True	2	6	5	4
chr1	34500	True	1	3	4	3
chr1	34550	True	1	1	0	0
chr1	34600	True	1	0	0	2
chr1	34650	True	5	0	1	2
chr1	34700	True	4	1	3	1
chr1	34750	True	2	2	3	3
chr1	34800	True	4	6	1	2
chr1	34850	True	1	8	2	4
chr1	34900	True	3	4	4	3
chr1	34950	True	2	2	1	3
chr1	35000	True	2	9	3	4
chr1	35050	True	4	4	1	0
chr1	35100	True	1	4	1	1
chr1	35150	True	2	0	0	5
chr1	35200	False	0	1	1	3
chr1	35300	False	0	2	1	2
chr1	35350	False	2	1	4	6
chr1	35400	False	1	1	1	2
chr1	35450	False	3	0	2	2
chr1	35550	False	0	1	1	0
chr1	35600	False	0	1	3	2
chr1	35650	True	1	6	3	2
chr1	35700	True	3	1	1	1
chr1	35750	True	1	3	3	2
chr1	35800	True	1	1	0	2
chr1	35850	True	0	4	1	1
chr1	35900	True	0	4	1	4
chr1	35950	True	1	3	1	2
chr1	36000	True	1	3	1	3
chr1	36050	True	1	3	3	5
chr1	36100	True	1	2	2	4
chr1	36150	True	1	2	0	1
chr1	36200	True	3	6	3	2
chr1	36250	True	2	5	2	2
chr1	36300	True	1	2	0	1
chr1	36350	True	0	3	1	0
chr1	36400	True	2	4	2	0
chr1	36450	True	7	11	2	4
chr1	36500	True	2	15	2	3
chr1	36550	True	6	10	1	4
chr1	36600	True	3	10	1	5
chr1	36650	True	1	6	2	1
chr1	36700	False	0	4	0	4
chr1	36750	False	0	1	0	0
chr1	36850	False	4	4	2	2
chr1	36900	False	1	3	0	1
chr1	36950	False	0	1	0	0
chr1	37000	False	2	1	3	1
chr1	37050	False	0	1	3	2
chr1	37300	False	0	1	2	2
chr1	37400	False	0	1	2	2
chr1	37450	True	2	3	0	1
chr1	37500	True	2	3	1	2
chr1	37650	True	2	2	1	0
chr1	37700	True	3	3	2	2
chr1	37750	True	1	1	1	3
chr1	37800	True	0	1	0	4
chr1	37850	True	1	2	2	2
chr1	37900	True	1	1	2	1
chr1	37950	True	2	5	1	3
chr1	38000	True	1	3	1	6
chr1	38050	True	1	3	2	0
chr1	38100	True	0	3	2	0
chr1	38150	True	2	3	3	2
chr1	38200	True	2	4	1	3
chr1	38250	True	0	3	2	6
chr1	38300	True	2	2	3	1
chr1	38350	True	3	3	2	2
chr1	38450	True	1	1	1	2
chr1	38500	True	1	0	3	3
chr1	38600	True	1	5	3	1
chr1	38650	True	0	2	0	1
chr1	38700	True	0	3	0	4
chr1	38750	True	2	3	5	5
chr1	38800	True	0	1	1	2
chr1	38850	True	3	2	2	2
chr1	38950	True	0	1	0	2
chr1	39000	True	2	1	4	3
chr1	39050	True	0	2	2	5
chr1	39100	True	2	0	0	2
chr1	39150	True	2	2	0	2
chr1	39350	False	1	0	0	3
chr1	39400	False	4	0	1	0
chr1	39450	False	1	2	3	7
chr1	39500	False	2	2	0	2
chr1	39600	False	0	1	0	4
chr1	39650	False	0	3	2	2
chr1	39700	False	0	3	3	0
chr1	39800	True	1	5	3	3
chr1	39850	True	1	6	1	4
chr1	39900	True	0	1	2	2
chr1	39950	True	1	4	1	2
chr1	40000	True	1	0	3	2
chr1	40050	True	1	3	1	5
chr1	40100	True	1	2	2	1
chr1	40200	True	1	1	2	3
chr1	40250	True	1	4	1	4
chr1	40300	True	0	1	0	4
chr1	40350	True	2	4	3	4
chr1	40400	True	2	0	3	3
chr1	40500	False	0	2	2	1
chr1	40550	False	0	3	2	3
chr1	40600	False	0	1	2	2
chr1	40650	False	0	2	2	6
chr1	40700	False	1	0	2	2
chr1	40750	False	0	2	2	3
chr1	40800	False	1	0	0	0
chr1	40850	False	2	0	2	4
chr1	40900	False	1	2	3	1
chr1	41000	False	1	2	1	2
chr1	41050	False	1	3	3	2
chr1	41100	False	1	0	0	2
chr1	41150	False	0	1	1	2
chr1	41250	False	1	1	1	1
chr1	41300	False	0	1	1	1
chr1	41350	False	1	2	2	4
chr1	41500	False	1	0	2	0
chr1	41550	False	4	1	2	4
chr1	41600	False	0	3	2	0
chr1	41650	False	1	0	1	0
chr1	41950	False	1	3	0	1
chr1	42000	False	2	1	2	1
chr1	42050	False	0	2	2	1
chr1	42200	False	1	1	2	2
chr1	42300	False	1	1	4	0
chr1	42400	False	0	1	3	0
chr1	42450	False	0	1	0	1
chr1	42600	False	0	1	1	0
chr1	43300	False	1	1	2	3
chr1	44300	False	0	1	0	2
chr1	45000	False	0	2	3	0
chr1	45050	False	1	0	2	1
chr1	46250	False	0	1	2	2
chr1	46300	False	0	1	2	1
chr1	46350	False	0	1	0	1
chr1	46400	False	2	0	3	3
chr1	46450	False	1	1	0	1
chr1	46500	False	0	2	1	2
chr1	46550	False	1	0	0	1
chr1	46600	False	0	1	1	2
chr1	46650	False	0	2	2	0
chr1	46700	False	0	1	1	1
chr1	46750	False	2	1	1	1
chr1	46800	False	0	1	3	2
chr1	46850	False	1	0	0	0
chr1	46900	False	1	0	4	3
chr1	46950	False	0	4	2	4
chr1	47050	False	1	3	2	1
chr1	47100	False	1	1	4	2
chr1	47250	False	0	2	1	1
chr1	47400	False	0	1	1	2
chr1	47450	False	0	2	4	1
chr1	47500	False	0	2	0	3
chr1	47550	False	0	1	1	1
chr1	47600	False	0	2	0	3
chr1	47700	False	0	1	0	2
chr1	47750	False	1	1	2	1
chr1	47800	False	0	1	0	0
chr1	47850	False	0	3	1	1
chr1	47900	False	2	4	2	1
chr1	47950	False	1	0	3	1
chr1	48100	False	0	2	3	1
chr1	48200	False	0	1	0	1
chr1	48250	False	1	0	3	1
chr1	48300	False	1	0	1	3
chr1	48350	False	0	2	2	6
chr1	48400	False	2	0	1	2
chr1	48450	False	2	1	0	1
chr1	48500	False	0	1	2	4
chr1	48600	False	0	1	3	2
chr1	48850	False	0	2	2	2
chr1	48950	False	0	2	0	5
chr1	49000	False	0	1	0	1
chr1	49050	False	0	2	0	2
chr1	49100	False	1	1	1	1
chr1	49250	False	0	2	1	0
chr1	49350	False	1	0	1	1
chr1	49400	False	2	0	0	2
chr1	49500	False	1	0	0	0
chr1	49550	False	1	0	1	1
chr1	49600	False	1	0	1	1
chr1	49700	False	0	1	2	3
chr1	49950	False	1	0	2	2
chr1	50400	False	1	0	1	1
chr1	50450	False	1	1	2	0
chr1	50550	False	0	1	1	0
chr1	50600	False	0	1	2	1
chr1	51150	False	0	1	1	3
chr1	51200	False	0	1	3	4
chr1	51250	False	0	2	2	3
chr1	51300	False	0	1	3	2
chr1	51400	False	1	2	1	0
chr1	51450	False	1	2	0	1
chr1	51500	False	0	1	2	0
chr1	51600	False	0	1	2	1
chr1	51650	False	1	4	1	2
chr1	51750	False	1	1	0	1
chr1	51850	False	1	0	0	0
chr1	51900	False	0	1	0	0
chr1	52000	False	0	1	0	0
chr1	52100	False	1	0	1	0
chr1	52350	False	1	0	1	0
chr1	52450	False	0	1	4	5
chr1	52500	False	1	0	0	0
chr1	52550	False	0	1	0	0
chr1	52600	False	1	1	0	1
chr1	52650	False	1	0	0	3
chr1	52700	False	1	2	2	2
chr1	52750	False	0	1	0	2
chr1	52800	False	4	3	4	3
chr1	52850	False	1	1	0	2
chr1	52900	False	0	1	0	0
chr1	52950	False	1	1	2	2
chr1	53150	False	0	1	4	3
chr1	53300	False	1	0	2	6
chr1	53350	False	1	1	1	1
chr1	53400	False	0	1	0	1
chr1	53450	False	0	3	3	2
chr1	53800	False	0	1	4	2
chr1	53950	False	0	1	1	0
chr1	54150	False	1	0	1	1
chr1	54400	False	0	1	1	0
chr1	54450	False	0	1	0	4
chr1	54500	False	2	1	2	0
chr1	54550	False	2	1	0	2
chr1	54600	False	0	1	1	1
chr1	54750	False	0	1	0	1
chr1	54800	False	0	1	0	0
chr1	54850	False	0	1	4	1
chr1	54900	False	2	1	2	2
chr1	54950	False	0	1	4	0
chr1	55050	False	0	2	0	1
chr1	55400	False	0	1	1	2
chr1	55500	False	2	2	2	1
chr1	55550	False	1	1	1	3
chr1	55900	False	1	0	0	0
chr1	55950	False	0	1	2	6
chr1	56050	False	1	2	1	2
chr1	56100	False	1	2	1	0
chr1	56200	False	0	3	5	2
chr1	56250	False	1	1	3	2
chr1	56300	False	2	1	1	1
chr1	56350	False	1	3	1	4
chr1	56500	False	0	1	1	5
chr1	56600	False	0	1	3	1
chr1	56650	False	2	2	2	3
chr1	56700	False	1	0	1	1
chr1	56750	False	2	0	0	2
chr1	56800	False	0	2	4	1
chr1	56900	False	1	0	2	1
chr1	57000	False	1	0	0	1
chr1	57050	False	0	1	3	0
chr1	57200	False	0	3	1	1
chr1	57400	False	1	0	3	2
chr1	57450	False	1	2	1	2
chr1	57500	False	0	4	1	6
chr1	57550	False	0	2	2	2
chr1	57950	False	0	1	2	1
chr1	58000	False	0	1	0	1
chr1	58050	False	0	1	0	1
chr1	58100	False	0	1	1	1
chr1	58150	False	0	2	2	2
chr1	58200	False	2	1	2	2
chr1	58250	False	1	0	0	4
chr1	58350	False	0	1	0	0
chr1	58450	False	1	0	1	4
chr1	58500	False	0	1	0	1
chr1	58700	False	1	0	1	0
chr1	58750	False	1	0	2	2
chr1	59250	False	1	0	1	1
chr1	59350	False	0	1	3	0
chr1	59700	False	0	1	0	1
chr1	60100	False	0	1	3	1
chr1	60150	False	0	1	3	1
chr1	60200	False	0	1	2	1
chr1	60250	False	0	1	0	1
chr1	60950	False	0	1	1	1
chr1	61000	False	1	2	1	2
chr1	61050	False	0	2	0	2
chr1	61100	False	3	1	4	3
chr1	61150	False	1	2	1	2
chr1	61200	False	1	0	2	3
chr1	61300	False	0	1	1	1
chr1	61800	False	1	0	0	1
chr1	61850	False	0	1	2	3
chr1	61900	False	1	0	0	0
chr1	61950	False	1	3	1	2
chr1	62000	False	2	2	0	3
chr1	62100	False	0	2	0	1
chr1	62150	False	1	0	2	3
chr1	62950	False	0	1	0	2
chr1	63000	False	0	2	0	0
chr1	63050	False	1	1	1	0
chr1	63100	False	0	1	2	3
chr1	63250	False	2	1	1	1
chr1	63300	False	1	0	1	2
chr1	63400	False	0	2	0	0
chr1	63450	False	3	3	4	3
chr1	63500	False	0	1	2	0
chr1	63600	False	0	1	1	3
chr1	63650	False	1	1	3	2
chr1	63700	False	1	0	0	1
chr1	63850	False	0	1	2	1
chr1	63900	False	0	1	3	0
chr1	63950	False	1	0	5	2
chr1	64000	False	1	0	1	0
chr1	64350	False	1	1	3	1
chr1	64400	False	1	0	1	0
chr1	64450	False	0	1	3	3
chr1	64500	False	2	0	2	0
chr1	64800	False	1	1	1	3
chr1	64850	False	0	3	3	3
chr1	64900	False	0	2	1	0
chr1	64950	False	0	2	3	4
chr1	65000	False	0	2	5	0
chr1	65050	False	1	0	0	1
chr1	65250	False	0	1	2	1
chr1	65300	False	1	1	2	3
chr1	65350	False	3	1	1	2
chr1	65400	False	0	2	2	0
chr1	65450	False	0	1	2	3
chr1	65600	False	1	0	2	1
chr1	65750	False	1	0	3	2
chr1	65800	False	2	1	1	2
chr1	65850	False	1	3	4	3
chr1	65950	False	1	2	0	1
chr1	66000	False	0	2	0	1
chr1	66050	False	0	1	1	0
chr1	66750	False	0	1	1	1
